AccX,AccY,AccZ,Tmp,GyroX,GyroY,GyroZ
-7160,6424,12228,33.28,-697,-23,77
-7288,6492,12212,33.28,-285,-3,20
-7236,6476,12148,33.33,-416,-28,9
-7096,6508,12272,33.38,-360,-28,38
-7316,6452,12100,33.28,-289,-37,8
-7256,6352,12392,33.33,-248,-9,-2
-7172,6352,12208,33.28,-174,-29,-14
-7160,6468,12276,33.38,-366,11,47
-7220,6492,12124,33.33,-290,24,4
-7160,6364,12344,33.33,-323,-27,12
-7200,6364,12228,33.24,-176,12,-19
-7256,6484,12308,33.28,-330,-4,24
-7140,6424,12360,33.24,-223,-26,16
-7240,6432,12116,33.38,-286,7,-15
-7240,6304,12252,33.38,-181,-19,-32
-7164,6480,12236,33.38,-66,-33,-37
-7208,6332,12196,33.33,-144,-93,-37
-7116,6460,12196,33.33,-275,-31,-30
-7164,6412,12204,33.33,-245,-37,16
-7160,6456,12248,33.33,-260,3,-5
-7140,6348,12220,33.28,-115,-98,5
-7224,6424,12320,33.42,-77,-66,-15
-7288,6492,12464,33.28,-328,-36,36
-7092,6444,12412,33.28,-646,-74,50
-7188,6480,12212,33.33,-109,-40,-25
-7168,6424,12228,33.42,-328,-57,-5
-7156,6464,12184,33.33,-259,-45,33
-7292,6368,12248,33.38,-297,-50,-1
-7180,6440,12372,33.38,-123,-29,-19
-7200,6376,12220,33.28,77,-63,-36
-7168,6480,12336,33.33,-456,-96,15
-7080,6284,12288,33.38,46,-150,-96
-7236,6456,12312,33.28,110,-120,-75
-7104,6512,12448,33.24,-141,-58,-32
-7176,6560,12328,33.28,-441,-44,13
-7224,6356,12308,33.33,-207,121,31
-7116,6388,12172,33.33,-7,-106,-33
-7180,6460,12260,33.47,-208,-115,-5
-7196,6288,12384,33.28,-274,-154,36
-7112,6384,12312,33.38,-538,-114,-11
-7192,6416,12188,33.33,-101,-11,-18
-7292,6516,12136,33.33,-511,-82,31
-7168,6464,12276,33.28,-122,5,-14
-7108,6524,12324,33.33,-371,-14,18
-7264,6428,12288,33.33,-177,-10,-16
-7060,6376,12156,33.33,-292,0,13
-7140,6412,12256,33.33,-292,22,13
-7096,6512,12512,33.28,-291,-54,12
-7152,6432,12348,33.28,-389,-48,19
-7208,6388,12152,33.24,-145,-26,-4
-7240,6488,12108,33.33,-318,-41,7
-7176,6424,12248,33.38,-233,-29,-8
-7244,6376,12296,33.33,-372,-46,17
-7092,6420,12424,33.24,-167,-52,15
-7180,6416,12224,33.38,-294,-49,-1
-7128,6256,12160,33.38,-234,-27,-14
-7156,6316,12236,33.38,-240,-14,-10
-7176,6380,12152,33.38,-217,-16,2
-7184,6436,12376,33.42,-282,-38,4
-7192,6436,12448,33.28,-258,-45,-7
-7280,6364,12236,33.33,-222,-65,-1
-7296,6368,12216,33.33,-189,-41,-9
-7136,6524,12208,33.28,-284,-29,-1
-7248,6316,12180,33.38,-240,4,13
-7188,6420,12296,33.28,-250,-67,-5
-7124,6464,12244,33.28,-227,-8,-16
-7320,6424,12276,33.33,-292,-82,18
-7168,6380,12280,33.24,-259,-14,-5
-7232,6380,12348,33.28,-329,-51,-2
-7104,6452,12332,33.38,-221,-3,-1
-7112,6396,12352,33.33,-353,-80,-2
-7256,6516,12364,33.38,-58,-41,-61
-7244,6336,12412,33.28,-232,-80,-17
-7172,6380,12280,33.28,-414,-34,7
-7176,6428,12216,33.33,-49,-17,-34
-7196,6372,12184,33.38,-410,-49,-5
-7176,6408,12232,33.38,-171,-57,-31
-7116,6276,12256,33.28,-257,10,-33
-7196,6376,12328,33.33,-236,-66,25
-7272,6392,12164,33.33,-458,-26,2
-7072,6416,12268,33.28,-235,-8,13
-7224,6424,12268,33.24,-173,-59,-9
-7224,6456,12204,33.38,-520,-53,37
-7172,6336,12320,33.38,-61,-1,-32
-7104,6364,12276,33.33,-259,-45,-36
-7200,6448,12276,33.33,-221,-32,2
-7180,6368,12112,33.28,-298,10,0
-7156,6380,12356,33.28,-269,-67,4
-7220,6364,12332,33.33,-192,-36,-24
-7172,6432,12316,33.33,-295,-50,1
-7256,6356,12340,33.28,-252,-72,-1
-7200,6368,12284,33.38,-268,-34,-30
-7128,6408,12248,33.38,-192,-79,-12
-7144,6424,12304,33.38,-231,-47,4
-7168,6360,12224,33.47,-201,-76,-24
-7184,6448,12244,33.33,-132,-23,-26
-7180,6420,12240,33.42,-292,-52,-2
-7124,6448,12304,33.28,-282,-80,8
-7128,6384,12388,33.33,-171,-16,-37
-7288,6392,12260,33.33,-179,-88,-25
-7256,6408,12408,33.33,321,16,-52
-7304,6480,12320,33.38,-548,-102,39
-7264,6396,12272,33.28,-228,26,-9
-7148,6448,12388,33.42,-309,-61,44
-7128,6480,12260,33.28,-441,-56,-29
-7196,6560,12140,33.24,-320,-56,0
-7216,6436,12180,33.38,-417,-96,16
-7224,6520,12124,33.33,-39,1,-16
-7152,6456,12272,33.28,-197,-68,-6
-7196,6476,12224,33.33,-509,-87,14
-7140,6376,12212,33.38,-139,4,-41
-7116,6404,12220,33.28,-315,-96,-20
-7120,6472,12304,33.28,-105,-13,-13
-7240,6424,12388,33.38,-213,10,10
-7192,6440,12348,33.33,-597,-18,50
-7132,6412,12244,33.28,-25,-42,-28
-7212,6480,12096,33.38,-325,-48,-5
-7196,6348,12308,33.42,-301,-77,3
-7188,6436,12448,33.38,-44,-57,-37
-7256,6392,12424,33.28,-293,-61,-4
-7280,6412,12308,33.42,-118,-23,-4
-7232,6428,12328,33.42,-330,-51,10
-7168,6384,12232,33.38,-223,-46,-15
-7232,6392,12364,33.38,-306,-49,20
-7140,6516,12384,33.47,-182,-49,-1
-7300,6440,12292,33.33,-265,-37,-2
-7280,6496,12160,33.33,-258,-64,5
-7140,6316,12140,33.38,-60,-21,-35
-7200,6480,12332,33.33,-263,-90,-8
-7096,6424,12416,33.24,-251,-40,-25
-7108,6388,12248,33.42,-239,-67,-29
-7176,6324,12360,33.33,-269,-71,-18
-7256,6432,12412,33.33,-184,-83,-41
-7096,6416,12292,33.33,-191,-38,-11
-7116,6468,12152,33.42,-310,-61,-3
-7196,6400,12204,33.28,-208,-42,1
-7280,6312,12232,33.28,-219,-61,0
-7212,6356,12376,33.24,-151,-77,-8
-7140,6364,12252,33.38,-264,-64,-30
-7080,6368,12252,33.38,-201,-39,-9
-7224,6416,12212,33.38,-366,-59,9
-7180,6384,12224,33.28,-93,-39,0
-7180,6456,12196,33.33,-364,-54,13
-7160,6416,12340,33.33,-157,-64,-8
-7164,6448,12248,33.28,68,-33,-61
-7256,6388,12192,33.47,-289,-98,7
-7168,6408,12312,33.33,-302,-6,17
-7184,6448,12288,33.28,-108,-21,-49
-7172,6316,12316,33.28,-247,-80,-7
-7172,6444,12272,33.24,-66,16,-23
-7288,6412,12228,33.38,-280,-59,27
-7044,6476,12296,33.38,-133,-41,-24
-7272,6388,12316,33.47,-485,-85,34
-7112,6448,12180,33.42,22,-3,-44
-7152,6452,12396,33.38,-370,-62,10
-7032,6416,12232,33.42,-242,-33,11
-7208,6376,12352,33.33,-208,-29,4
-7232,6328,12220,33.38,-152,0,-14
-7288,6448,12204,33.42,-482,-48,3
-7196,6296,12336,33.38,-129,-49,-9
-7128,6452,12156,33.33,-223,-35,-26
-7116,6336,12180,33.42,-296,-18,16
-7240,6432,12256,33.33,-248,-69,4
-7228,6340,12312,33.38,-273,-69,-21
-7148,6292,12408,33.28,-117,-38,-27
-7308,6448,12192,33.28,-298,-40,15
-7280,6500,12164,33.33,-244,-24,-10
-7152,6424,12272,33.33,-256,-32,22
-7112,6392,12216,33.33,-241,-47,7
-7088,6468,12332,33.38,-194,-35,-26
-7192,6416,12280,33.28,-352,-28,8
-7180,6356,12248,33.24,-180,-33,7
-7240,6492,12156,33.38,-267,-44,-10
-7188,6308,12256,33.38,-259,-66,6
-7132,6436,12484,33.42,-267,-32,18
-7148,6376,12244,33.38,-223,-32,11
-7188,6436,12260,33.38,-247,-39,-19
-7136,6492,12240,33.28,-210,-72,-22
-7128,6392,12332,33.38,-205,-26,-16
-7232,6460,12328,33.38,-272,-6,7
-7232,6352,12216,33.28,-237,-29,-15
-7140,6328,12172,33.33,-305,-30,0
-7228,6324,12312,33.38,-218,-7,-2
-7160,6496,12156,33.33,-214,-19,9
-7212,6324,12296,33.28,-316,-22,0
-7196,6324,12240,33.33,-140,-14,-40
-7124,6440,12300,33.33,-245,-59,-1
-7176,6368,12216,33.42,-267,-37,4
-7248,6196,12336,33.38,-218,-55,12
-7224,6400,12220,33.33,-218,73,3
-7324,6288,12260,33.38,-285,-19,-16
-6876,6444,12868,33.28,-605,-50,92
-7236,6328,12332,33.33,-134,-60,-6
-7184,6600,12260,33.33,-228,-52,5
-7200,6396,12260,33.28,-207,-46,-5
-7188,6428,12320,33.42,-269,-28,1
-7136,6464,12124,33.38,-183,-33,-3
-7180,6416,12268,33.38,-362,-64,-15
-7232,6412,12300,33.38,-65,-20,-9
-7260,6436,12260,33.33,-315,30,36
-7128,6396,12240,33.38,-108,-1,-16
-7188,6432,12252,33.42,-324,-20,48
-7244,6400,12412,33.24,-211,-12,6
-7144,6408,12148,33.38,-160,-67,-7
-7148,6408,12512,33.42,-286,-66,-18
-7160,6388,12352,33.33,-197,-44,-19
-7292,6500,12316,33.28,-411,-72,45
-7240,6544,12304,33.33,-216,-15,-34
-7112,6476,12204,33.33,-314,-81,-13
-7136,6348,12376,33.42,-158,-58,-26
-7176,6536,12268,33.33,-290,-55,6
-7216,6468,12320,33.38,-242,-21,1
-7180,6484,12392,33.33,-305,-46,2
-7272,6364,12064,33.47,-185,-45,-15
-7264,6448,12232,33.38,-259,-65,13
-7228,6384,12172,33.38,-359,-59,2
-7204,6484,12232,33.42,-328,-31,7
-6452,5760,13464,33.47,-4534,-3054,-5
-7312,5528,12964,33.38,-1224,-6808,-2008
-6528,5548,14492,33.33,-846,-6864,-967
-6356,5032,13988,33.28,-12668,436,3054
-5044,4220,18904,33.28,8226,2348,4701
-7924,4684,14284,33.42,12396,4000,-765
-8100,5588,12536,33.33,-3914,153,854
-6724,5516,13656,33.42,-5890,-857,733
-10248,5464,10536,33.28,-2273,-2312,1230
-1028,23288,13292,33.33,-13212,-1069,759
-4788,2100,13848,33.42,-2924,-3842,-705
-6068,4132,13820,33.33,-2374,-1260,-342
-5448,3872,14176,33.42,-1082,-1197,608
-5180,3796,13728,33.33,-2498,755,448
-4852,2536,13448,33.33,-1267,1712,-402
-3564,-1484,14508,33.33,-1315,2842,-996
-8884,2264,23124,33.42,-3433,1408,-2136
-8260,240,13560,33.42,-23574,5098,7146
-8300,-1996,13888,33.47,-1052,-275,-6316
-5996,3476,15004,33.42,4279,-2011,257
-7632,1152,15484,33.38,-2264,-2632,3831
-5856,2540,12416,33.38,-2955,-2288,-1587
-6920,872,16868,33.38,-3207,-4197,1310
-6152,64,15632,33.28,395,-6461,803
-4920,1456,14032,33.33,1986,-6686,-386
-5272,572,14788,33.38,1050,-7355,56
-4200,964,13848,33.38,-763,-5445,610
-3828,876,15712,33.33,-812,-4947,1102
-3748,684,14932,33.38,-934,-5695,804
-2888,792,15872,33.38,-528,-6023,582
-2760,-228,15604,33.42,769,-6615,926
-668,3684,14200,33.33,-834,-4485,1096
-1352,600,15564,33.38,-3130,-6014,1305
-1400,-536,16328,33.38,-808,-7087,601
-712,-104,14748,33.33,-1776,-7160,-2184
312,184,14916,33.42,-1691,-5293,-2108
896,556,14776,33.38,-1231,-2801,-1009
1208,372,14844,33.38,1540,-2071,-1202
912,160,15828,33.47,-229,-1199,-855
1116,112,15936,33.38,-416,-1032,-1379
1188,280,16816,33.42,430,-1856,-1770
1356,168,16500,33.47,750,-3549,-798
1888,172,16028,33.47,-713,-2443,-514
1824,-168,16956,33.47,-64,-3384,-1111
2544,160,14324,33.42,-1045,-2408,-664
3084,384,14312,33.38,431,-865,-307
2196,-680,15832,33.38,-1,-1235,-405
2428,16,15484,33.38,-417,-320,-1366
2636,396,15876,33.28,780,-1656,-2601
2832,640,15364,33.47,14,-1522,-1170
3012,748,15652,33.38,-1288,-1263,-424
3000,480,14620,33.33,-1273,-782,71
3484,772,15440,33.42,176,-880,28
3224,-80,15284,33.33,-429,-123,-528
2888,-216,15208,33.42,-1262,1307,-1742
2828,52,14704,33.42,-177,1988,-2459
2212,676,15108,33.33,-236,2580,-2517
2308,612,14664,33.42,-8,3725,-3167
2028,244,14056,33.38,329,4941,-2947
980,132,14444,33.42,-121,6831,-3027
1420,2568,15980,33.42,827,6770,-2007
200,376,14820,33.24,1739,6121,-3165
108,2516,14880,33.42,1040,8693,-1188
-1884,-64,17160,33.38,-714,8521,-1613
-2336,596,17380,33.33,-3051,7123,-2578
-2448,284,15316,33.38,-10,6907,-2454
-2732,1136,16272,33.42,452,6995,-1436
-3664,-24,16380,33.38,-1956,6795,-1872
-4520,-1084,17192,33.42,60,4450,-3350
-5144,-1080,17388,33.38,2793,1765,-4739
-6228,-2892,17080,33.38,5699,-2268,-5761
-4776,1096,16144,33.33,6436,-5115,-6536
-3520,1232,15144,33.42,6603,-5548,-5620
-4124,1056,16424,33.42,12100,-8307,-7172
-2612,3276,15140,33.33,12478,-10883,-7070
-504,5612,10980,33.38,32149,-13727,-6880
92,9248,13268,33.38,31989,-13293,-4402
464,9708,10928,33.38,5767,-7831,343
1896,11744,8364,33.38,9098,-5172,-3
1744,12236,9996,33.38,3511,-1830,1951
2784,15044,8460,33.42,-2836,1382,4371
3580,15740,6060,33.38,-7512,6183,12189
1648,11488,5784,33.47,-11247,14761,15486
-984,8648,10520,33.38,-11551,20784,16981
-1636,3360,8908,33.52,-12948,24123,13298
-6640,4240,19048,33.42,-11151,20677,11284
-6832,3948,19472,33.38,-5439,15801,10386
-8048,1748,19764,33.33,2703,6467,4410
-8656,1608,24024,33.47,-11036,-3993,-2206
-4548,2164,12092,33.33,-5813,-9508,-18018
-4488,2544,15344,33.47,-7398,-11793,-20637
-3500,6276,14616,33.42,11351,-18927,-15586
-836,9060,13772,33.42,8687,-15824,-15562
2132,10220,9000,33.42,2898,-6499,-6514
1824,9840,9344,33.42,-6431,2316,-3157
560,9412,12560,33.38,-11163,6919,2227
-888,4132,8512,33.42,-20262,12997,6090
-2572,6068,15152,33.38,-13633,17365,5901
-5852,2144,9488,33.42,-6321,23174,11708
-9088,1836,14452,33.42,-15424,28632,14788
-12112,-1684,16656,33.38,2048,17593,17256
-11812,-2912,13532,33.38,9276,13090,7670
-11716,340,17716,33.33,-1786,8741,325
-12724,-52,22360,33.47,-1235,-5106,52
-16820,-5936,20932,33.42,3127,-28658,-13173
-13208,-2392,6688,33.42,6753,-29832,-16683
-5604,6144,8072,33.42,7001,-21324,-13528
-336,10040,6524,33.42,13035,-11889,-3462
-1104,7112,7092,33.38,3875,4428,1197
-2760,7964,7060,33.47,414,16739,6263
-8020,3556,7920,33.42,-542,27622,6396
-9336,6088,17956,33.38,-8319,25779,6089
-10612,2044,20864,33.47,-5339,13115,9255
-12156,-1388,17604,33.38,-2460,867,4177
-12048,-2044,18816,33.38,-1964,-7089,-6676
-11800,460,18868,33.47,-4251,-18531,-8590
-7800,2252,7792,33.47,14899,-24083,-9474
-3140,7420,5904,33.42,9288,-11303,-11870
-4952,4820,9372,33.42,5483,-1691,-9879
-6324,8260,8596,33.42,12389,3753,-9164
-4444,8992,4228,33.47,-443,18477,-5289
-6732,11024,14140,33.38,-11734,22226,2591
-6520,9552,9820,33.42,-5706,14802,191
-8612,10384,14528,33.47,-15551,9568,14187
-13332,-848,13932,33.47,-14471,55,23411
-14116,-7088,21232,33.38,-2326,-12412,11058
-11084,1516,14884,33.38,12729,-26937,7447
-7972,-536,9192,33.42,6298,-24223,-3053
-6052,4668,8372,33.52,-25455,-11814,-18455
-2504,10828,10408,33.42,5233,-2461,-20412
-6896,3940,14024,33.52,-924,2277,-16344
-4564,7756,12136,33.42,7486,8571,-14038
-6368,8196,17028,33.52,-22806,15359,-2935
-7588,-1852,8912,33.47,-22189,8967,3167
-6256,5348,13292,33.38,2450,8383,7577
-9768,-1420,18992,33.42,-5987,480,13760
-9636,-3820,15152,33.42,29397,-2819,4666
-7700,4096,16320,33.47,-11525,-3921,8135
-8156,-2068,11564,33.47,-11602,-6644,7449
-7044,120,12956,33.42,-17499,-3109,2490
-7352,-3112,13988,33.52,-32768,-1429,4935
-6072,-1756,11776,33.47,-32768,599,7249
-8064,-8156,9508,33.47,-32768,7697,7133
-7780,-14800,2864,33.47,-29529,6126,4887
-7200,-14836,5464,33.47,17932,-396,-7770
-7596,-12568,3824,33.42,3033,-1950,-643
-7856,-15356,4116,33.52,-3728,-190,1838
-8204,-18184,4980,33.33,32767,-4619,-7883
-5664,-9104,4948,33.47,32767,-10518,-14331
-6676,11236,19268,33.52,32767,-8596,-2481
-5804,3604,17032,33.47,-13932,2589,614
-8280,-20,16740,33.38,-32768,4694,-8590
-5916,-1840,13624,33.47,-32768,5667,8597
-6008,-7144,10556,33.47,-32768,6124,9425
-7876,-12560,4640,33.42,-32768,9417,12266
-9236,-17860,3880,33.38,-20140,2534,6020
-9088,-16208,3896,33.47,10246,-1799,-4060
-9336,-18552,4728,33.42,32767,-10527,-24281
-7224,-5736,9420,33.42,32767,-18214,-5520
-1120,6064,9972,33.47,-3548,-2432,2530
-4796,332,13756,33.42,-6750,2938,474
-6792,-3184,17860,33.47,-17533,793,-1325
-4748,312,16820,33.38,21210,-5544,2587
-3964,4236,14428,33.47,13788,-7408,1035
-4064,716,13936,33.38,8306,-4501,551
1572,3564,11884,33.47,32767,-12407,5638
-1168,10468,7608,33.38,26100,-14562,-1005
-32768,-32768,25692,33.52,32767,4873,-32768
-2124,13776,5468,33.42,10866,-5190,-144
-1416,14232,5064,33.42,11678,-3790,1727
5004,9180,-22324,33.42,8017,4128,-12654
-1916,15780,68,33.42,16362,347,2685
-1500,16492,-560,33.52,10226,600,2292
-828,17828,-624,33.47,14285,1923,3308
-3680,14140,5536,33.42,32767,-20421,3760
-1376,11608,-9728,33.38,32767,-6548,-1777
-3172,10392,-5524,33.52,23156,-17549,14552
544,14856,-12632,33.47,4711,3251,1180
440,10856,-11440,33.42,-3105,9182,4488
364,12664,-11496,33.47,11961,5499,3487
-48,12404,-11184,33.47,12157,5645,5221
1852,8660,-12320,33.47,41,5064,-781
1576,11824,-10436,33.38,2897,-77,877
-1244,9580,-10096,33.42,19144,-24627,-154
-1308,5704,-12492,33.47,4923,-6933,11741
-2000,-2532,-21608,33.47,9942,-3881,-8239
-3008,7460,-13080,33.42,-4989,-4215,5488
1952,11788,-12884,33.38,-15083,-4774,6714
-752,11448,-16244,33.42,5152,-5129,7057
-2324,6392,-14720,33.47,6910,-2991,-532
-1548,6436,-12208,33.42,4677,-5115,1650
-1828,6236,-14368,33.47,10319,-9056,-87
-2428,2280,-16748,33.42,25645,-9805,-10432
-3852,2736,-17280,33.57,10499,-5292,2302
-3864,10116,-16964,33.42,22878,-2664,-2689
-8984,7924,-18972,33.57,32767,-15037,-8980
-5008,-2792,-12300,33.38,23218,-4383,-1884
-7188,-11500,-11672,33.61,6335,16284,5624
-5356,-10704,-7800,33.57,32767,-6165,-6911
-5136,-8336,-10024,33.28,21147,-7324,-3102
-6872,-21048,1116,33.52,31724,-21584,-4767
-8800,-12376,-11052,33.42,18462,-3955,-1928
-3084,-6300,-10848,33.47,32767,-9758,-32768
6852,-12828,-20192,33.38,32767,-29054,-704
-328,-12096,4272,33.57,7955,11878,7327
-2580,-14876,11224,33.57,18869,12140,408
1040,-13252,13828,33.47,16100,6295,-2857
-2228,-11656,13536,33.42,9604,5118,5728
-2352,-12572,11516,33.52,32456,-305,-5799
-3100,-6828,13396,33.47,23209,3079,-2431
-1404,-4432,15684,33.47,2509,9978,2703
-5388,-10068,18836,33.42,7480,-2868,1863
-2368,-1580,11468,33.47,4373,-2394,-97
-3120,-3036,13300,33.42,-1069,3377,-1304
-2296,-4164,17624,33.47,-4554,6146,-2110
-3476,-5112,13876,33.47,-10360,1587,-6417
-2836,-4456,12448,33.42,-16060,5238,-7172
-3984,-7156,14176,33.47,-10775,4123,-5602
-3740,-9264,11000,33.42,-24909,5451,-3401
-4912,-13272,9944,33.57,-30971,13923,804
-5840,-14748,5428,33.42,-32768,16973,577
-7112,-19944,5976,33.42,-32768,14508,-12444
-4160,-17652,-3904,33.52,-32768,12679,-3556
-3944,-13444,-7076,33.52,-32768,8217,7652
-4080,-9904,-10892,33.38,-32768,15118,5559
-4696,-7608,-16944,33.57,-32768,9547,9427
-2988,-3308,-16944,33.42,-18756,8304,902
-1064,892,-15956,33.52,-32768,16462,6024
-1112,-660,-16188,33.47,-20148,12008,4339
1144,2784,-17564,33.52,-10012,9383,1851
2336,3892,-16964,33.42,-17353,10985,3840
2900,5928,-16324,33.42,-10817,8102,5784
1944,6912,-13116,33.52,-17555,8962,11467
4420,9272,-16892,33.38,-6933,179,772
3740,5312,-12552,33.47,-11044,4446,2594
4176,9184,-11420,33.47,-16785,11171,3090
6356,10036,-12960,33.42,-16702,11038,2446
7052,14004,-11708,33.47,-6055,1773,-2301
6296,11752,-8616,33.47,-28735,13649,1204
7572,12328,-5140,33.42,-32768,20767,-4074
7952,14068,-4116,33.57,-19517,10480,-323
7468,14440,-800,33.47,-12925,8376,1958
7252,14544,3200,33.47,-26645,13757,2046
8240,11180,1344,33.47,-18017,7446,4269
7896,13876,4448,33.42,-12061,10109,1428
8148,12852,5348,33.52,-17987,10352,3191
8488,10168,6212,33.42,-17623,6471,4565
8496,11392,7092,33.42,-14730,9163,3532
6884,9616,10900,33.47,-11876,8741,-651
6948,9404,11072,33.57,-13826,11819,1196
5876,7196,12452,33.47,-6505,7587,-429
4320,8296,15340,33.52,-1682,9266,-2044
4256,10144,12092,33.47,-619,5939,-3112
5332,3888,10872,33.38,-252,-357,-1823
4816,7856,7564,33.52,-1950,2841,5327
4492,8020,15028,33.52,402,2667,387
4292,5904,19392,33.47,5087,-8227,-3069
5924,5120,12096,33.47,1051,-6324,-14557
3840,10524,7248,33.57,13190,-6679,-8544
3484,6348,10512,33.47,-4127,10453,-10241
2964,9072,12048,33.52,-4086,16040,560
1024,10076,16580,33.47,1670,-1037,389
3996,5996,9900,33.42,-7494,-2516,-2995
3256,10028,12268,33.47,7051,-6240,-3032
3352,9368,11476,33.47,-2189,1678,1065
5056,9800,13324,33.52,-1512,7984,-288
4192,7364,13676,33.47,-4054,76,3100
4316,6188,14504,33.47,-2846,-2885,4184
3224,8252,11324,33.57,-2099,5113,2186
2660,3344,18364,33.42,-2584,2072,821
3700,11812,14032,33.52,-5094,-2730,-329
3084,12432,13736,33.61,-15676,-3902,1600
3436,5564,14176,33.47,-15980,-105,2625
2752,14804,16428,33.52,-28042,6013,2240
4352,1324,13464,33.52,-32768,716,922
5196,-148,15168,33.57,-32768,3320,6293
3864,-7912,13416,33.52,-15437,1184,1721
3000,-7376,14236,33.42,-4758,883,596
2324,-6044,14012,33.47,-7732,578,2102
3408,-7928,13140,33.42,-14866,1088,1187
3144,-9376,12680,33.52,-12160,3281,1315
2300,-10216,11168,33.52,-17391,2731,3759
2636,-8548,11344,33.57,-11804,2155,3306
1660,-9960,11064,33.47,-24483,3245,7047
1000,-13944,8540,33.52,-25112,5341,4261
-84,-15008,5972,33.52,-29103,5365,7825
-28,-15516,4640,33.61,-23404,6022,4052
-1052,-16544,5032,33.47,-14488,1276,4319
-2540,-15904,-2896,33.52,-1496,-1103,620
-2068,-18712,3208,33.47,-10005,1134,984
-1440,-15880,268,33.57,1789,-170,27
-2120,-15904,1600,33.47,-2325,-3708,1305
-1896,-16736,728,33.57,-7347,-1130,4468
-2468,-16584,-120,33.57,-7183,1352,2722
-1872,-13704,-56,33.47,-32768,-325,6879
-2204,-16204,-7480,33.47,-32768,-3513,2946
-3768,-15772,-9876,33.42,-6514,-2600,2711
-5864,-12996,-7788,33.47,-11935,-5845,1834
-3620,-14300,-12032,33.57,-32481,-780,3090
-5520,-7400,-12004,33.52,-13619,-2592,497
-5416,-10616,-14808,33.47,-14283,734,7609
-5764,-9388,-13776,33.61,-8116,-1645,5820
-5916,-5372,-13092,33.57,-28345,-4131,7272
-7244,-5596,-14468,33.47,-11586,-2945,4214
-6480,-2116,-12188,33.52,-18865,-5651,5864
-8340,-3124,-16460,33.52,-14695,-4355,2817
-8048,-1476,-15068,33.57,-1453,-3069,3137
-8156,-1568,-15480,33.42,-5820,-5124,2805
-8844,-1528,-15356,33.57,643,-2320,-145
-9232,-1964,-16056,33.47,8041,-366,-1602
-6800,-2744,-24176,33.47,22403,8508,-1774
-7824,-9700,-17288,33.52,32767,1538,-9128
-8640,-12520,-12868,33.47,32767,-2859,-20497
-3860,-10580,-5904,33.52,30719,-7134,-15721
-3328,-14268,-1540,33.47,20818,-6427,-9798
-3256,-15796,1380,33.47,32767,-8462,-16498
-96,-12892,5232,33.47,32767,-9137,-11283
112,-15132,7004,33.47,2403,-3796,-4046
788,-12540,9596,33.47,9531,-6069,-1669
404,-15564,8128,33.52,32767,-14401,-14223
3004,-10432,9232,33.47,32767,-13935,-14777
5668,-3288,11292,33.52,8248,-3081,-3701
5044,-10328,15308,33.61,31070,-8285,-8738
6832,824,9520,33.57,32767,-12086,-17547
7300,6124,5008,33.57,32767,-19063,-20018
8360,10316,6148,33.52,10846,-2323,-4683
6956,7504,7136,33.52,-2715,5736,-7519
5268,10132,11628,33.47,-32768,13086,-12406
6720,11192,13388,33.42,-32768,4107,310
5388,4304,16232,33.52,10101,-1303,-840
6300,10444,13232,33.47,3225,1384,2002
6584,7440,13916,33.52,-32768,7582,15909
2680,-5864,11972,33.52,-32768,12675,20967
1976,-11940,7516,33.47,-32768,11757,19697
516,-16736,9416,33.52,-21601,6008,10037
100,-11216,8164,33.42,8284,-1486,-944
416,-18132,12488,33.47,32767,-9172,-11958
-896,-6812,7776,33.52,32767,-26704,-32768
10416,13168,-1404,33.57,26555,-18713,-7560
6892,11656,9396,33.47,-21682,12580,8093
5768,12548,10672,33.66,-32768,2450,15972
848,-9652,14032,33.52,-32768,24371,27994
-500,-17016,11064,33.61,-32768,11858,14888
652,-18372,12924,33.47,32767,-9410,-12560
40,-9004,10464,33.47,32767,-26155,-32768
12980,14976,3908,33.57,32767,-10734,10780
7320,9368,10252,33.42,-32665,88,1927
3236,3204,5144,33.61,-32768,11835,30229
1680,-13272,13876,33.42,-32768,13246,21710
612,-18832,12652,33.52,-898,407,162
32,-18224,13772,33.52,32767,-19473,-29397
6868,13596,-10520,33.47,32767,-15684,-32768
6496,11724,10344,33.47,-447,2502,1034
5200,8804,10368,33.52,-15565,9296,5112
5668,26056,13484,33.61,-32768,7482,29230
2412,-12132,10556,33.52,-32768,23659,26073
-752,-17916,10020,33.47,-31794,9356,10024
-336,-18576,10464,33.47,32767,-9408,-18913
-3656,-13000,7572,33.52,32767,-27822,-32768
2340,10384,19564,33.52,32767,484,1499
4592,7216,16532,33.57,-32768,1646,1271
8456,1988,7276,33.57,-32768,16118,29340
1068,-14648,13208,33.57,-32768,8724,14469
1164,-15740,10684,33.57,-20251,5047,7412
316,-16028,13836,33.52,32767,-8482,-22701
-948,-3448,4440,33.47,32767,-32768,-32768
2932,10620,15740,33.52,10844,462,-300
4060,10392,13316,33.47,-16356,9119,1137
5712,10680,17868,33.57,-32768,3442,2142
3604,-9484,8216,33.52,-32768,16165,28146
2032,-8992,10284,33.52,-32768,10821,14752
508,-15488,12872,33.57,-7721,3073,961
-332,-17008,10848,33.52,32767,-10768,-27588
32767,32767,23724,33.52,32767,774,-23397
7548,6396,11480,33.57,-32768,-3918,3427
60,-3012,14224,33.57,-32768,8341,19224
1700,-9448,12536,33.52,-32768,19166,23602
332,-13976,12728,33.47,-6374,1794,1029
