AccX,AccY,AccZ,Tmp,GyroX,GyroY,GyroZ
-7412,6924,11864,33.75,-255,-28,9
-7400,6864,11832,33.71,-244,-40,-5
-7396,6804,11812,33.66,-274,-55,-12
-7416,6860,11832,33.71,-177,-57,-15
-7372,6868,11776,33.80,-170,-44,-21
-7428,6848,11872,33.61,-166,-41,-1
-7340,6908,11876,33.66,-137,-6,-2
-7360,6932,12004,33.75,-182,-91,-31
-7372,6960,11920,33.75,-130,-88,-53
-7308,6852,11800,33.75,-194,-107,-50
-7452,6892,11940,33.71,-419,-32,-10
-7348,6812,11852,33.80,76,-59,-20
-7472,6916,11772,33.66,-407,-68,8
-7424,6896,11936,33.75,152,-7,17
-7432,7016,11824,33.75,-31,-80,-38
-7488,6972,11944,33.75,43,-21,1
-7392,7008,11740,33.75,-295,76,20
-7256,6968,11396,33.71,396,-66,-9
-7364,6844,11752,33.80,-240,-74,49
-7500,6988,11956,33.66,-43,20,66
-7328,6932,11708,33.80,-903,-96,-5
-7340,6960,11980,33.71,-485,-39,-12
-7384,7100,12008,33.75,-190,-18,-8
-7420,6868,11932,33.75,-665,-76,-24
-7472,6916,11768,33.71,128,-121,-41
-7472,7024,11668,33.80,-282,-78,-49
-7352,7088,12004,33.71,-210,-64,-6
-7304,7028,11848,33.80,-176,-62,-12
-7408,6904,12008,33.80,-765,-103,-26
-7480,6912,12060,33.80,199,-61,-9
-7380,6964,11828,33.75,-102,-124,-14
-7276,6884,11832,33.71,2,43,-25
-7412,6980,11636,33.80,-118,-85,-50
